1,8461.857142857143
2,8472.857142857143
3,7825.571428571429
4,7760.571428571429
5,7707.571428571429
6,7361.428571428571
7,7367.428571428571
8,7370.428571428571
9,7328.428571428571
10,7674.571428571429
11,7685.571428571429
12,7331.428571428571
13,6610.142857142857
14,7303.428571428571
15,7678.571428571429
16,7685.571428571429
17,7338.428571428571
18,7334.428571428571
19,6583.142857142857
20,7295.428571428571
21,7660.571428571429
22,6976.285714285714
23,6952.285714285714
24,7674.571428571429
25,7323.428571428571
26,7338.428571428571
27,7303.428571428571
28,7690.571428571429
29,7388.428571428571
30,7707.571428571429
31,7704.571428571429
32,7741.571428571429
33,7364.428571428571
34,7372.428571428571
35,8020.714285714286
36,7356.428571428571
37,7314.428571428571
38,8032.714285714286
39,8383.857142857143
40,7675.571428571429
41,7378.428571428571
42,7715.571428571429
43,7399.428571428571
44,7316.428571428571
45,7397.428571428571
46,7327.428571428571
47,7672.571428571429
48,7677.571428571429
49,8030.714285714286
50,7682.571428571429
51,7339.428571428571
52,7395.428571428571
53,7716.571428571429
54,7692.571428571429
55,7687.571428571429
56,7714.571428571429
57,7707.571428571429
58,7709.571428571429
59,7727.571428571429
60,7363.428571428571
61,8058.714285714286
62,7718.571428571429
63,7748.571428571429
64,7669.571428571429
65,8043.714285714286
66,7316.428571428571
67,7306.428571428571
68,7003.285714285714
69,6954.285714285714
70,7661.571428571429
71,6972.285714285714
72,6638.142857142857
73,6963.285714285714
74,6959.285714285714
75,7659.571428571429
76,7296.428571428571
77,7306.428571428571
78,7011.285714285714
79,7684.571428571429
80,6625.142857142857
81,6619.142857142857
82,6612.142857142857
83,6946.285714285714
84,6967.285714285714
85,6964.285714285714
86,6943.285714285714
87,7339.428571428571
88,7292.428571428571
89,6937.285714285714
90,6942.285714285714
91,7653.571428571429
92,6969.285714285714
93,7670.571428571429
94,7665.571428571429
95,7300.428571428571
96,7659.571428571429
97,6964.285714285714
98,7654.571428571429
99,7659.571428571429
100,7316.428571428571
101,7689.571428571429
102,8005.714285714286
103,7676.571428571429
104,6947.285714285714
105,6628.142857142857
106,6584.142857142857
107,6618.142857142857
108,6584.142857142857
109,6582.142857142857
110,7338.428571428571
111,7320.428571428571
112,7305.428571428571
113,6598.142857142857
114,6273.0
115,6582.142857142857
116,7338.428571428571
117,6311.0
118,6597.142857142857
119,6947.285714285714
120,6649.142857142857
121,6629.142857142857
122,6646.142857142857
123,6646.142857142857
124,6605.142857142857
125,6666.142857142857
126,6606.142857142857
127,6953.285714285714
128,7658.571428571429
129,6245.0
130,6283.0
131,7345.428571428571
132,6949.285714285714
133,6951.285714285714
134,7324.428571428571
135,7297.428571428571
136,6591.142857142857
137,6968.285714285714
138,6593.142857142857
139,6629.142857142857
140,6285.0
141,6265.0
142,6265.0
143,6666.142857142857
144,6641.142857142857
145,6955.285714285714
146,6959.285714285714
147,7002.285714285714
148,6670.142857142857
149,6238.0
150,6672.142857142857
151,6276.0
152,7307.428571428571
153,6609.142857142857
154,7301.428571428571
155,7312.428571428571
156,7308.428571428571
157,7308.428571428571
158,6585.142857142857
159,6632.142857142857
160,7001.285714285714
